Del_C:G_1_NA	Del_C:G_2_NA	Del_C:G_3_NA	Del_C:G_4_NA	Del_C:G_5_NA	Del_C:G_6+_NA	Del_T:A_1_NA	Del_T:A_2_NA	Del_T:A_3_NA	Del_T:A_4_NA	Del_T:A_5_NA	Del_T:A_6+_NA	Ins_C:G_0_NA	Ins_C:G_1_NA	Ins_C:G_2_NA	Ins_C:G_3_NA	Ins_C:G_4_NA	Ins_C:G_5+_NA	Ins_T:A_0_NA	Ins_T:A_1_NA	Ins_T:A_2_NA	Ins_T:A_3_NA	Ins_T:A_4_NA	Ins_T:A_5+_NA	Del_2bp_1_NA	Del_2bp_2_NA	Del_2bp_3_NA	Del_2bp_4_NA	Del_2bp_5_NA	Del_2bp_6+_NA	Del_3bp_1_NA	Del_3bp_2_NA	Del_3bp_3_NA	Del_3bp_4_NA	Del_3bp_5_NA	Del_3bp_6+_NA	Del_4bp_1_NA	Del_4bp_2_NA	Del_4bp_3_NA	Del_4bp_4_NA	Del_4bp_5_NA	Del_4bp_6+_NA	Del_5+bp_1_NA	Del_5+bp_2_NA	Del_5+bp_3_NA	Del_5+bp_4_NA	Del_5+bp_5_NA	Del_5+bp_6+_NA	Ins_2bp_0_NA	Ins_2bp_1_NA	Ins_2bp_2_NA	Ins_2bp_3_NA	Ins_2bp_4_NA	Ins_2bp_5+_NA	Ins_3bp_0_NA	Ins_3bp_1_NA	Ins_3bp_2_NA	Ins_3bp_3_NA	Ins_3bp_4_NA	Ins_3bp_5+_NA	Ins_4bp_0_NA	Ins_4bp_1_NA	Ins_4bp_2_NA	Ins_4bp_3_NA	Ins_4bp_4_NA	Ins_4bp_5+_NA	Ins_5+bp_0_NA	Ins_5+bp_1_NA	Ins_5+bp_2_NA	Ins_5+bp_3_NA	Ins_5+bp_4_NA	Ins_5+bp_5+_NA	Del_2bp_1_1bp	Del_3bp_1_1bp	Del_3bp_1_2bp	Del_4bp_1_1bp	Del_4bp_1_2bp	Del_4bp_1_3bp	Del_5+bp_1_1bp	Del_5+bp_1_2bp	Del_5+bp_1_3bp	Del_5+bp_1_4bp	Del_5+bp_1_5+bp
OOO8:7	2	1	1	2	0	0	3	3	3	4	2	2	1	1	0	0	0	0	2	0	1	0	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
OOO8:8	3	1	1	1	0	0	1	1	1	1	0	2	0	0	0	0	0	0	0	1	0	1	0	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OOO8:9	4	1	1	1	0	1	1	1	4	1	1	8	0	0	0	0	0	2	0	2	2	0	2	17	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	0	0	0
PD28690:1	4	6	3	0	2	0	6	2	4	5	3	12	0	0	0	0	0	0	0	1	0	1	0	13	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
PD28690:10	1	4	5	1	1	2	4	3	7	3	6	21	0	0	0	0	0	1	2	2	1	0	0	23	0	1	0	1	0	0	0	5	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	3	0	1	1	1	0	1	0	2
PD28690:14	2	0	0	0	0	0	3	7	3	5	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PD28690:2	2	1	2	0	0	0	2	0	2	4	2	3	0	0	0	0	0	0	0	0	1	0	0	13	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
PD28690:3	7	3	3	0	0	0	9	6	5	17	6	13	1	0	2	0	0	1	3	0	0	0	0	21	3	3	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	2	0	2	0	0	0	1	0	2	0	0
PD28690:4	7	4	1	0	1	0	7	3	2	4	3	14	1	3	0	0	1	0	0	3	1	0	0	24	3	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	4	0	2	0	0	2	1	0	0	0	0
PD28690:5	1	0	2	0	0	0	1	0	2	1	1	5	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
PD28690:6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD28690:7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD28690:8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PD28690:9	4	2	1	0	0	0	7	5	2	4	1	5	0	0	0	0	2	0	0	1	0	1	0	20	0	3	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0
pd34199:1	1	2	5	1	0	0	2	1	0	1	0	3	0	0	1	0	0	0	1	1	1	0	0	14	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
pd34199:10	5	5	1	1	0	0	3	1	1	4	1	6	0	1	0	0	0	0	0	1	0	0	1	16	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0
pd34199:11	2	3	2	1	1	1	1	4	3	1	2	4	1	0	0	0	0	2	0	4	0	2	1	24	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	3	1	0	0	0
pd34199:12	2	4	1	2	0	1	1	1	0	2	0	6	1	0	1	0	1	0	0	1	0	0	0	15	0	2	0	0	0	0	1	2	0	0	0	0	1	5	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	1	1	1	1	2	0	0	0
pd34199:13	4	2	0	0	0	1	2	2	3	1	3	7	0	0	0	0	0	0	0	1	0	1	1	23	1	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	4	0	1	1	0
pd34199:14	7	2	1	1	0	0	5	1	5	4	1	8	1	0	1	1	0	0	0	1	0	0	1	18	3	4	0	0	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	1	2	0	0	1
pd34199:15	9	0	2	0	1	0	4	3	1	1	6	10	0	0	0	0	0	1	2	3	0	0	0	36	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
pd34199:16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
pd34199:17	5	4	3	1	0	0	8	1	1	2	2	3	0	1	0	0	0	0	1	2	0	0	0	31	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	1	1	3	1	1	0	0
pd34199:18	1	1	4	0	0	0	2	2	1	1	1	5	0	0	0	0	0	0	0	1	0	0	1	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0
pd34199:19	2	2	0	3	0	0	4	2	3	2	0	5	1	1	0	0	1	2	0	1	1	1	0	22	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0
pd34199:2	1	2	1	0	1	0	1	2	0	1	0	5	0	0	0	0	0	1	0	1	0	0	1	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0
pd34199:20	7	6	2	0	1	0	3	2	3	1	0	11	1	1	0	0	0	1	0	1	2	0	2	29	1	1	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0
pd34199:21	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
pd34199:22	1	0	1	1	0	0	0	0	1	1	0	3	0	1	0	0	0	0	0	1	1	0	0	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
pd34199:23	0	3	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
pd34199:24	0	1	0	0	0	1	1	2	0	1	0	2	0	1	0	0	1	0	0	1	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
pd34199:25	1	2	1	0	1	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	0	1	1	12	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0
pd34199:26	5	2	3	0	0	1	3	3	1	2	0	9	0	0	0	0	0	1	0	1	0	1	1	25	1	2	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	1	0	1	1	2	0	0	0	0
pd34199:27	4	4	1	3	0	1	0	5	1	2	2	5	1	0	0	1	0	0	0	2	0	1	0	20	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0
pd34199:28	7	2	3	1	1	0	2	2	0	1	1	11	0	0	0	0	0	0	1	2	1	5	0	23	0	2	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	2	1	0	0	0
pd34199:29	6	8	1	0	0	1	0	2	0	2	1	18	0	1	0	0	0	0	0	3	2	0	0	28	0	6	2	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	1	0	4	1	0	0	0
pd34199:3	2	4	3	0	1	0	1	2	1	0	2	8	0	0	0	0	0	0	0	1	0	1	0	23	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	1	0	1	0	0
pd34199:4	1	2	1	2	0	1	2	2	2	2	4	13	1	0	0	0	0	1	1	3	1	2	1	32	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
pd34199:42	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pd34199:47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pd34199:49	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pd34199:5	1	1	0	2	1	0	3	3	2	3	3	9	0	0	0	0	1	0	0	1	0	0	0	19	2	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	2	2	1	0
pd34199:53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pd34199:56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
pd34199:6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
pd34199:7	5	2	2	0	0	1	4	2	2	0	4	12	1	0	3	0	1	2	0	2	1	0	0	22	1	1	0	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	2	0	1	0	1	0
pd34199:8	1	1	0	0	0	0	1	2	1	2	0	3	0	0	0	0	0	1	0	1	0	0	1	10	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
pd34199:9	4	6	4	1	0	0	5	4	2	1	0	15	0	0	0	0	0	1	1	1	0	1	0	18	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	1	0	0	0	0	1	0	1	1
pd34200:1	0	0	1	0	0	1	1	1	0	1	2	6	0	0	0	0	0	1	0	1	0	0	2	8	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pd34200:10	1	3	3	0	1	1	4	2	1	1	2	10	0	0	0	0	1	0	1	1	1	0	0	25	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	6	0	1	0	0	0	1	1	1
pd34200:102	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
pd34200:103	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pd34200:105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pd34200:11	0	3	0	1	1	0	9	1	1	5	3	14	1	0	0	0	0	0	0	1	2	0	1	29	1	4	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1	1	1	1	1	0	1	0	0
pd34200:12	2	3	1	0	0	1	1	1	0	0	0	5	0	0	0	0	0	0	0	1	0	1	0	5	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3
pd34200:13	6	4	2	2	2	0	5	2	0	2	2	18	0	1	1	0	0	0	0	3	2	0	0	30	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
pd34200:14	4	0	1	0	1	0	1	1	2	2	3	2	0	0	1	0	0	1	0	3	0	0	0	16	1	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	1	2	1	1	1
pd34200:15	2	2	1	1	0	0	1	1	1	1	0	5	1	0	0	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pd34200:16	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
pd34200:17	4	2	0	2	0	0	3	4	2	2	2	9	0	0	0	0	0	0	1	1	1	0	0	22	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0
pd34200:18	2	3	0	0	0	2	5	1	4	0	2	22	0	1	1	1	0	1	0	2	0	0	0	25	4	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	3	0	0	2	0	1	0	1	0
pd34200:19	3	1	2	1	0	2	2	2	2	5	5	10	0	0	0	0	0	0	0	3	0	0	0	12	2	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	1	0	0
pd34200:2	2	0	1	0	1	0	4	1	2	0	3	11	0	1	0	1	0	1	1	0	1	0	0	17	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
pd34200:20	2	2	0	1	0	1	2	2	0	1	0	8	1	0	0	0	0	1	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
pd34200:21	2	0	0	1	0	0	0	0	3	2	2	9	1	0	0	0	0	0	0	1	0	1	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0
pd34200:22	4	3	1	1	0	0	2	0	1	2	1	4	1	0	0	0	0	0	1	0	1	1	1	9	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0
pd34200:23	2	1	0	0	0	0	4	0	0	0	1	6	1	0	0	0	0	1	2	2	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0
pd34200:24	4	4	1	0	0	0	4	0	3	4	1	11	0	2	0	0	0	0	0	2	0	0	0	17	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0
pd34200:25	4	4	0	0	0	0	3	0	0	3	3	7	1	0	0	0	0	1	0	4	0	1	0	15	1	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0
pd34200:26	7	4	0	1	1	0	4	1	2	2	2	12	1	2	0	0	0	1	0	2	0	1	0	28	0	1	2	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0	1	2	1	0	2
pd34200:27	3	2	3	1	1	0	0	4	0	2	1	6	0	1	0	0	0	0	0	0	1	1	0	28	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
pd34200:28	0	1	1	0	0	1	3	1	3	4	2	3	0	0	0	0	0	0	0	0	1	1	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1
pd34200:29	1	1	1	0	2	0	1	3	4	2	0	3	0	0	0	0	0	1	0	1	0	1	0	17	0	3	1	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0
pd34200:3	5	4	0	1	1	0	3	2	2	1	0	14	0	0	0	0	0	0	1	1	0	0	0	30	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
